<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
MSB,20210712,17.3964,17.3964,16.2426,16.5680,13397100
MSB,20210713,16.5680,16.8047,16.1538,16.5680,7645900
MSB,20210714,16.5680,16.6272,15.9171,16.3905,7539400
MSB,20210715,16.3017,16.8343,16.1834,16.8343,6092400
MSB,20210716,16.8343,17.1597,16.5089,17.0710,19445200
MSB,20210719,16.4497,16.5089,15.8876,15.8876,9009300
MSB,20210720,15.8876,16.5681,15.5030,16.5680,15134100
MSB,20210721,16.5680,16.6568,16.2721,16.5089,16353100
MSB,20210722,16.5089,16.8048,16.2130,16.5680,9514700
MSB,20210723,16.4497,16.9230,16.4497,16.6568,15238000
MSB,20210726,16.4201,16.6568,16.2722,16.6272,4695500
MSB,20210727,16.6568,16.9231,16.6272,16.8047,5421500
MSB,20210728,16.8047,16.8343,16.5680,16.8047,3719600
MSB,20210729,16.8639,17.2781,16.8343,17.2781,7240000
MSB,20210730,17.2781,17.6035,17.2781,17.5444,10009300
MSB,20210802,17.5444,17.5444,17.0710,17.2485,6342400
MSB,20210803,17.2485,17.2781,16.8935,17.2781,7024600
MSB,20210804,17.4556,17.6331,17.3077,17.5444,8324500
MSB,20210805,17.5444,17.6627,17.3669,17.6331,5782000
MSB,20210806,17.7514,17.7514,17.3372,17.5444,6125200
MSB,20210809,17.4261,17.6332,17.2190,17.6331,8060300
MSB,20210810,17.7514,17.8994,17.5739,17.7515,7059400
MSB,20210811,17.7515,18.6687,17.6627,18.3432,16270000
MSB,20210812,18.3432,18.4024,18.1065,18.4024,8479600
MSB,20210813,18.3432,18.3432,17.6628,18.1361,6202000
MSB,20210816,18.1657,18.8757,17.8107,18.6391,16130200
MSB,20210817,18.8166,18.8758,18.3728,18.5799,9270800
MSB,20210818,18.4616,18.6095,18.1657,18.2249,8741400
MSB,20210819,18.1657,18.2249,17.6628,17.8107,9937300
MSB,20210820,17.8107,17.9882,16.5681,16.8047,16878500
MSB,20210823,16.8047,16.8047,15.9763,15.9763,9662000
MSB,20210824,16.0355,16.5088,15.6804,16.3314,7471100
MSB,20210825,16.5385,16.5681,16.3018,16.5089,3608000
MSB,20210826,16.4201,16.5977,16.3610,16.5089,3653000
MSB,20210827,16.3610,16.5681,16.0355,16.5680,4210700
MSB,20210830,16.7751,16.8639,16.5088,16.7456,4093000
MSB,20210831,16.8048,16.8639,16.5681,16.7456,5173500
MSB,20210901,16.7456,16.9231,16.6568,16.9231,6053100
MSB,20210906,17.1598,17.1894,16.8343,17.1006,4919000
MSB,20210907,17.1894,17.4556,17.1598,17.3964,7553600
MSB,20210908,17.4556,17.4852,16.9230,17.0710,4650100
MSB,20210909,17.0414,17.2189,16.9822,17.2189,2837000
MSB,20210910,17.2189,17.3372,16.9822,17.1598,3682600
MSB,20210913,17.1598,17.1598,16.8048,17.0414,3163400
MSB,20210914,16.9822,16.9822,16.6272,16.8047,2866100
MSB,20210915,16.6864,17.0118,16.5680,16.8935,6658400
MSB,20210916,16.9527,17.0414,16.8343,16.9527,4645900
MSB,20210917,17.0415,17.3077,17.0119,17.3077,5662800
MSB,20210920,17.5740,17.6331,17.2781,17.4260,6379500
MSB,20210921,17.1597,17.2781,16.9526,16.9822,3332800
MSB,20210922,16.9822,17.1598,16.9230,17.1598,2806700
MSB,20210923,17.2190,17.2486,16.9231,17.1598,3077000
MSB,20210924,17.1894,17.7515,17.1598,17.7515,14502400
MSB,20210927,17.9882,17.9882,17.4556,17.4556,4542000
MSB,20210928,17.3964,17.5444,17.2189,17.5444,3816100
MSB,20210929,17.4556,17.4852,17.1006,17.4556,4374500
MSB,20210930,17.4852,17.4852,17.1597,17.3373,3480100
MSB,20211001,17.2485,17.3373,16.7160,17.0414,6496000
MSB,20211004,16.9822,17.0414,16.2722,16.8047,5739500
MSB,20211005,16.7751,16.9231,16.5680,16.9231,5387700
MSB,20211006,16.9527,17.0414,16.2722,16.2722,6582500
MSB,20211007,16.8862,17.0781,16.7711,17.0769,6081400
MSB,20211008,17.0769,17.1154,16.8461,17.0385,2402900
MSB,20211011,17.0000,17.2693,16.8847,17.2692,6244500
MSB,20211012,17.3077,17.3077,17.1154,17.2692,3987400
MSB,20211013,17.1538,17.3077,16.9615,17.0769,2652000
MSB,20211014,17.1154,17.1154,16.8461,16.9231,3600700
MSB,20211015,17.0000,17.1154,16.8077,16.9615,3588200
MSB,20211018,17.0000,17.0384,16.7692,16.9231,2868500
MSB,20211019,16.9231,16.9616,16.7308,16.8462,2292000
MSB,20211020,17.0770,17.2308,16.8462,17.0769,6872500
MSB,20211021,17.1923,17.5769,17.1923,17.5769,12660300
MSB,20211022,17.5769,17.6538,17.4231,17.6154,5082800
MSB,20211025,17.6154,17.6539,17.5000,17.6154,5060000
MSB,20211026,17.5000,17.5000,17.0385,17.4615,4332400
MSB,20211027,17.3461,17.5384,17.1538,17.4231,5521900
MSB,20211028,17.4616,17.6154,17.3462,17.4615,7045600
MSB,20211029,17.5384,17.6154,17.2692,17.6154,8428800
MSB,20211101,17.7692,18.0769,17.7308,18.0385,10233100
MSB,20211102,18.0385,18.0770,17.8462,18.0769,6928400
MSB,20211103,18.0769,19.2307,18.0769,19.1923,26474900
MSB,20211104,19.2308,19.2692,18.8461,19.0769,8494900
MSB,20211105,19.0384,19.0769,18.7307,18.9231,9070200
MSB,20211108,18.8077,19.5000,18.5385,19.3462,21392900
MSB,20211109,19.5385,19.6539,19.1154,19.1923,9589500
MSB,20211110,19.2308,19.2308,18.8846,18.8846,7253500
MSB,20211111,18.8846,18.8846,18.0769,18.1538,13850300
MSB,20211112,18.1538,18.6923,17.8076,18.5385,10643600
MSB,20211115,18.7693,18.8462,18.5000,18.6154,8143900
MSB,20211116,18.6154,18.8462,18.3077,18.4615,7498700
MSB,20211117,18.4615,18.4615,18.1923,18.2308,7282400
MSB,20211118,18.2308,18.6154,18.1539,18.3077,8356300
